time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-09-15T15:09:21.480Z,33.9853333,-116.6868333,16.32,2.91,ml,145,19,0.06211,0.17,ci,ci38689882,2020-10-21T13:23:41.040Z,"12km SW of Morongo Valley, CA",earthquake,0.09,0.24,0.131,218,reviewed,ci,ci
2020-09-15T00:22:39.300Z,34.0591667,-117.187,13.72,2.69,ml,150,29,0.06629,0.16,ci,ci38689202,2020-09-27T03:14:44.040Z,"1km NW of Redlands, CA",earthquake,0.1,0.2,0.164,23,reviewed,ci,ci
2020-09-14T15:36:59.690Z,39.8583333,-123.3663333,6.51,3.06,ml,35,46,0.04882,0.15,nc,nc73457811,2020-09-20T19:16:12.040Z,"12km NW of Covelo, CA",earthquake,0.2,0.44,0.278,33,reviewed,nc,nc
2020-09-14T14:15:16.720Z,39.8616667,-123.368,6.19,3,ml,33,46,0.04531,0.14,nc,nc73457786,2020-09-20T18:47:07.040Z,"13km NW of Covelo, CA",earthquake,0.2,0.46,0.261,28,reviewed,nc,nc
2020-09-14T04:21:29.356Z,40.1611,-115.7101,8.33,2.5,ml,,108,0.685,0.62,us,us7000bmwe,2020-10-14T21:33:51.040Z,"63 km S of Spring Creek, Nevada",earthquake,1.7,8.4,0.044,68,reviewed,us,us
2020-09-13T09:16:57.110Z,35.8821667,-119.852,13.79,2.96,md,48,121,0.2294,0.15,nc,nc73457261,2020-09-25T12:15:35.040Z,"17km SE of Kettleman City, CA",earthquake,0.32,0.73,0.154,109,reviewed,nc,nc
2020-09-12T19:22:02.600Z,36.4405,-117.9926667,3.73,2.69,ml,39,65,0.07056,0.23,ci,ci38686058,2020-10-15T04:05:52.040Z,"18km SSE of Lone Pine, CA",earthquake,0.21,0.65,0.151,22,reviewed,ci,ci
2020-09-12T08:05:58.490Z,37.4775,-118.7658333,6.35,2.78,md,33,104,0.09249,0.07,nc,nc73456656,2020-09-25T11:54:35.040Z,"12km SW of Toms Place, CA",earthquake,0.3,0.98,0.206,56,reviewed,nc,nc
2020-09-12T05:56:08.720Z,38.1698,-117.9648,6.9,2.5,ml,28,47.8,0.031,0.1599,nn,nn00773316,2020-09-25T11:03:38.040Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,0.29,15,reviewed,nn,nn
2020-09-11T08:14:10.210Z,36.4376667,-117.9933333,3.7,3.6,ml,46,64,0.07005,0.18,ci,ci38683938,2020-09-25T10:40:09.011Z,"17km N of Olancha, CA",earthquake,0.16,0.51,0.151,92,reviewed,ci,ci
2020-09-11T08:11:05.310Z,36.4338333,-117.9916667,2.34,3.32,ml,53,61,0.07162,0.2,ci,ci38683930,2020-09-25T10:08:22.040Z,"17km N of Olancha, CA",earthquake,0.17,0.72,0.158,245,reviewed,ci,ci
2020-09-11T07:55:45.450Z,36.4406667,-117.9945,3.93,4.22,ml,45,66,0.06908,0.18,ci,ci38683914,2020-10-29T01:41:56.866Z,"18km SSE of Lone Pine, CA",earthquake,0.18,0.57,0.14,320,reviewed,ci,ci
2020-09-10T04:00:57.620Z,39.3618333,-123.2441667,6.98,2.63,md,40,41,0.06752,0.08,nc,nc73455736,2020-10-20T23:43:54.040Z,"11km ESE of Willits, CA",earthquake,0.17,0.52,0.163,28,reviewed,nc,nc
2020-09-09T10:07:28.389Z,38.1769,-117.8719,10.4,3.6,ml,32,40.31,0.015,0.1623,nn,nn00772709,2020-10-21T07:16:51.040Z,"31 km SE of Mina, Nevada",earthquake,,0.5,0.34,18,reviewed,nn,nn
2020-09-09T01:47:45.705Z,38.1317,-118.0435,3.7,2.7,ml,28,55.78,0.029,0.152,nn,nn00772633,2020-10-15T03:54:47.040Z,"29 km S of Mina, Nevada",earthquake,,0.9,0.26,15,reviewed,nn,nn
2020-09-08T12:35:17.384Z,38.1497,-118.0383,1.8,3.5,ml,33,42.76,0.015,0.1369,nn,nn00772541,2020-10-05T10:45:37.040Z,"27 km SSE of Mina, Nevada",earthquake,,0.4,0.36,18,reviewed,nn,nn
2020-09-08T09:34:39.570Z,35.6381667,-117.4296667,4.7,2.7,ml,49,69,0.05797,0.12,ci,ci38680154,2020-10-05T09:20:19.040Z,"15km S of Searles Valley, CA",earthquake,0.12,0.32,0.173,25,reviewed,ci,ci
2020-09-08T08:56:50.280Z,38.4916667,-122.718,6.75,2.57,md,89,44,0.052,0.1,nc,nc73455056,2020-10-07T12:29:40.040Z,"4km SE of Larkfield-Wikiup, CA",earthquake,0.13,0.34,0.214,61,reviewed,nc,nc
2020-09-08T07:24:02.000Z,38.0385,-118.7676667,6.83,2.98,ml,42,75,0.2968,0.06,nc,nc73455026,2020-10-06T12:50:05.040Z,"29km SE of Bodie, CA",earthquake,0.2,2.06,0.233,20,reviewed,nc,nc
2020-09-08T03:33:16.937Z,38.1269,-118.0008,10,2.8,ml,34,43.58,0.035,0.1374,nn,nn00772477,2020-09-09T03:02:25.040Z,"30 km SSE of Mina, Nevada",earthquake,,0.6,0.31,19,reviewed,nn,nn
2020-09-07T03:57:43.120Z,35.9456667,-120.4921667,9.93,2.58,md,67,63,0.01125,0.08,nc,nc73454601,2020-09-15T22:15:02.040Z,"8km NW of Parkfield, CA",earthquake,0.18,0.16,0.153,60,reviewed,nc,nc
2020-09-07T00:47:06.884Z,38.1544,-117.948,10.1,3.5,ml,31,27.15,0.018,0.1253,nn,nn00772311,2020-09-27T02:28:27.040Z,"Nevada",earthquake,,0.5,0.34,17,reviewed,nn,nn
2020-09-06T18:43:57.660Z,37.7155,-122.1271667,8.92,3.21,mw,234,9,0.01243,0.12,nc,nc73454476,2020-10-17T17:48:40.040Z,"3km ESE of San Leandro, CA",earthquake,0.08,0.13,,3,reviewed,nc,nc
2020-09-06T18:36:03.240Z,37.7146667,-122.124,8.91,2.56,md,118,23,0.04298,0.1,nc,nc73454471,2020-10-08T07:21:48.784Z,"3km ESE of San Leandro, CA",earthquake,0.1,0.2,0.176,99,reviewed,nc,nc
2020-09-06T11:59:43.570Z,35.9506667,-117.358,3.03,2.54,ml,39,51,0.085,0.14,ci,ci38678586,2020-10-15T05:44:35.040Z,"21km NNE of Searles Valley, CA",earthquake,0.15,0.52,0.153,86,reviewed,ci,ci
2020-09-06T01:48:36.530Z,34.564,-120.062,12.76,3.9,ml,56,103,0.04358,0.27,ci,ci38678266,2020-10-02T03:04:11.916Z,"6km SSE of Santa Ynez, CA",earthquake,0.29,0.55,0.111,92,reviewed,ci,ci
2020-09-05T07:17:12.160Z,38.0395,-122.2046667,10.35,2.74,md,91,41,0.04006,0.18,nc,nc73453886,2020-09-17T07:45:20.040Z,"2km SSE of Crockett, CA",earthquake,0.19,0.34,0.158,69,reviewed,nc,nc
2020-09-05T03:14:58.250Z,35.6733333,-117.4646667,8.82,3.04,ml,67,24,0.08667,0.14,ci,ci38676562,2020-10-02T03:49:57.040Z,"12km SSW of Searles Valley, CA",earthquake,0.1,0.28,0.144,229,reviewed,ci,ci
2020-09-04T20:26:44.399Z,38.1571,-117.8776,5.6,2.8,ml,27,79.62,0.005,0.1216,nn,nn00771877,2020-09-26T21:47:31.040Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.36,15,reviewed,nn,nn
2020-09-04T14:24:44.100Z,34.0878333,-116.8536667,1.9,3.14,ml,158,16,0.06491,0.18,ci,ci38675450,2020-10-07T01:54:11.109Z,"18km SSE of Big Bear Lake, CA",earthquake,0.08,0.19,0.14,277,reviewed,ci,ci
2020-09-04T11:39:18.200Z,36.4661667,-117.9616667,7.02,3,ml,48,66,0.09907,0.2,ci,ci38675290,2020-10-05T11:20:27.040Z,"16km SE of Lone Pine, CA",earthquake,0.18,0.57,0.144,167,reviewed,ci,ci
2020-09-04T10:13:01.820Z,36.8936667,-121.4958333,6.54,2.87,md,82,35,0.01112,0.16,nc,nc73453426,2020-11-11T21:43:49.811Z,"6km NE of San Juan Bautista, CA",earthquake,0.19,0.46,0.146,95,reviewed,nc,nc
2020-09-03T01:55:38.616Z,38.1873,-117.8736,9.8,3.3,ml,29,39.26,0.025,0.1554,nn,nn00771531,2020-09-04T02:24:41.013Z,"30 km SE of Mina, Nevada",earthquake,,0.7,0.29,15,reviewed,nn,nn
2020-09-02T16:18:31.660Z,36.0378333,-117.7731667,1.88,3.45,mw,40,39,0.01413,0.14,ci,ci39368535,2020-09-15T18:52:07.879Z,"16km E of Coso Junction, CA",earthquake,0.13,0.18,,4,reviewed,ci,ci
2020-09-02T08:46:49.586Z,38.1368,-118.0104,2.2,2.6,ml,27,61.37,0.04,0.1051,nn,nn00771382,2020-09-04T05:47:35.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.55,14,reviewed,nn,nn
2020-09-02T07:05:39.544Z,38.1769,-117.8018,6.1,3.1,ml,29,53.21,0.057,0.1226,nn,nn00771348,2020-09-02T16:45:46.835Z,"35 km SE of Mina, Nevada",earthquake,,0.8,0.45,16,reviewed,nn,nn
2020-09-01T16:56:23.593Z,38.2002,-117.7724,10,2.5,ml,28,57.57,0.034,0.1475,nn,nn00771241,2020-11-07T18:48:45.040Z,"36 km SE of Mina, Nevada",earthquake,,0.8,0.29,14,reviewed,nn,nn
2020-09-01T08:51:26.458Z,38.1759,-117.8014,5.8,2.8,ml,32,53.93,0.057,0.1502,nn,nn00771153,2020-11-07T18:48:43.040Z,"35 km SE of Mina, Nevada",earthquake,,1.1,0.4,18,reviewed,nn,nn
2020-09-01T05:51:36.757Z,38.1798,-117.8634,9.2,3.3,ml,30,34.4,0.019,0.151,nn,nn00771114,2020-11-07T18:48:42.040Z,"31 km SE of Mina, Nevada",earthquake,,0.6,0.27,17,reviewed,nn,nn
2020-09-01T01:39:34.960Z,36.3943333,-120.437,9.19,2.87,md,128,33,0.3439,0.19,nc,nc73451996,2020-11-07T18:48:41.040Z,"16km SW of Cantua Creek, CA",earthquake,0.18,0.86,0.176,111,reviewed,nc,nc
2020-09-01T00:36:59.811Z,38.0039,-118.2358,6.6,3.4,ml,30,56.46,0.213,0.1697,nn,nn00771068,2020-11-07T18:48:41.040Z,"29 km NE of Benton, California",earthquake,,4.1,0.51,17,reviewed,nn,nn
2020-09-01T00:30:52.227Z,38.1765,-117.8019,6.7,3.5,ml,29,53.4,0.057,0.1664,nn,nn00771061,2020-11-07T18:48:41.040Z,"35 km SE of Mina, Nevada",earthquake,,0.9,0.49,17,reviewed,nn,nn
2020-08-31T23:09:24.403Z,38.172,-117.8032,6.6,3.1,ml,27,62.88,0.055,0.1192,nn,nn00771051,2020-11-07T18:48:41.040Z,"36 km SE of Mina, Nevada",earthquake,,0.8,0.39,15,reviewed,nn,nn
2020-08-31T22:20:41.090Z,33.391,-116.6455,12.93,2.59,ml,126,20,0.06814,0.22,ci,ci39366623,2020-11-07T18:48:41.040Z,"12km N of Warner Springs, CA",earthquake,0.12,0.3,0.149,153,reviewed,ci,ci
2020-08-31T11:47:14.436Z,38.1786,-117.7998,7.4,2.7,ml,30,61.92,0.059,0.1411,nn,nn00770962,2020-11-07T18:48:39.040Z,"35 km SE of Mina, Nevada",earthquake,,0.7,0.28,17,reviewed,nn,nn
2020-08-30T19:43:06.190Z,34.0491667,-117.5203333,6.47,2.91,ml,142,12,0.03401,0.21,ci,ci39365527,2020-11-07T18:48:37.040Z,"5km NW of Glen Avon, CA",earthquake,0.1,0.29,0.157,202,reviewed,ci,ci
2020-08-30T19:14:51.370Z,33.1626667,-115.6361667,4.83,2.77,ml,58,34,0.02268,0.23,ci,ci39365455,2020-11-07T18:48:37.040Z,"12km WNW of Calipatria, CA",earthquake,0.16,0.32,0.16,83,reviewed,ci,ci
2020-08-30T08:44:20.086Z,38.1383,-118.0007,12,2.7,ml,27,54.32,0.033,0.1382,nn,nn00770792,2020-11-07T18:48:35.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.29,14,reviewed,nn,nn
2020-08-29T22:41:11.183Z,38.2066,-117.7834,5.9,2.7,ml,29,51.98,0.036,0.1398,nn,nn00770704,2020-11-07T18:48:34.040Z,"35 km SE of Mina, Nevada",earthquake,,0.8,0.31,7,reviewed,nn,nn
2020-08-29T18:17:34.178Z,38.1504,-118.0061,7.7,3.3,ml,35,42.54,0.038,0.1326,nn,nn00770680,2020-11-07T18:48:34.040Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,0.28,19,reviewed,nn,nn
2020-08-29T08:06:06.410Z,36.0348333,-117.775,1.91,2.93,ml,50,40,0.01243,0.15,ci,ci39364319,2020-11-07T18:48:33.040Z,"16km E of Coso Junction, CA",earthquake,0.12,0.16,0.133,213,reviewed,ci,ci
2020-08-28T10:18:51.070Z,38.1675,-117.8451,8,2.6,ml,32,48.2,0.021,0.1653,nn,nn00770415,2020-11-07T18:48:31.040Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.25,18,reviewed,nn,nn
2020-08-28T00:30:30.333Z,38.1382,-118.0696,4.4,3,ml,33,51.17,0.026,0.1994,nn,nn00770346,2020-11-07T18:48:30.040Z,"28 km S of Mina, Nevada",earthquake,,1,0.32,18,reviewed,nn,nn
2020-08-27T15:04:06.490Z,35.8213333,-117.6415,0.83,3.16,ml,39,37,0.03619,0.22,ci,ci39362087,2020-11-07T18:48:30.040Z,"22km WNW of Searles Valley, CA",earthquake,0.21,0.35,0.143,212,reviewed,ci,ci
2020-08-27T11:56:07.733Z,38.151,-117.9681,11.5,2.6,ml,27,59.5,0.014,0.1574,nn,nn00770246,2020-11-07T18:48:29.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.36,13,reviewed,nn,nn
2020-08-27T08:48:31.810Z,39.3533333,-123.2433333,8.26,3.52,mw,35,82,0.06014,0.07,nc,nc73450161,2020-11-07T18:48:29.040Z,"10km NNW of Redwood Valley, CA",earthquake,0.16,0.32,,5,reviewed,nc,nc
2020-08-27T07:17:38.800Z,39.3575,-123.2458333,7.09,2.59,md,30,42,0.06465,0.08,nc,nc73450156,2020-11-07T18:48:29.040Z,"11km NNW of Redwood Valley, CA",earthquake,0.18,0.42,0.224,44,reviewed,nc,nc
2020-08-27T04:39:09.400Z,36.8941667,-121.6216667,4.95,2.55,md,67,35,0.02675,0.13,nc,nc73450126,2020-11-07T18:48:29.040Z,"2km ENE of Aromas, CA",earthquake,0.18,0.32,0.2,70,reviewed,nc,nc
2020-08-26T20:40:58.820Z,33.0186667,-117.305,13.31,2.52,ml,74,160,0.06099,0.18,ci,ci39361103,2020-11-07T18:48:28.040Z,"2km SSW of Encinitas, CA",earthquake,0.24,0.39,0.102,119,reviewed,ci,ci
2020-08-26T12:49:23.720Z,34.3151667,-119.321,4.51,2.59,ml,51,135,0.05587,0.33,ci,ci39360327,2020-11-07T18:48:28.040Z,"10km WNW of Ventura, CA",earthquake,0.4,0.78,0.132,174,reviewed,ci,ci
2020-08-24T22:47:42.161Z,38.1445,-118.0113,10.3,2.8,ml,30,54.23,0.036,0.1341,nn,nn00769717,2020-10-31T19:06:25.040Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,0.33,15,reviewed,nn,nn
2020-08-24T22:28:58.540Z,38.1399,-118.0091,10.7,2.9,ml,20,42.93,0.039,0.1842,nn,nn00769713,2020-10-31T19:06:25.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.36,14,reviewed,nn,nn
2020-08-24T20:09:36.139Z,38.1531,-117.9488,10.4,2.6,ml,29,34.75,0.017,0.1038,nn,nn00769687,2020-10-31T19:06:24.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.35,14,reviewed,nn,nn
2020-08-24T09:23:23.370Z,36.1688333,-120.0336667,2.59,2.74,md,52,61,0.2603,0.11,nc,nc73448896,2020-10-31T19:06:22.040Z,"7km ESE of Huron, CA",earthquake,0.22,0.74,0.187,92,reviewed,nc,nc
2020-08-24T09:21:26.334Z,38.1798,-117.8383,9.1,3,ml,30,37.41,0.032,0.1057,nn,nn00769590,2020-10-31T19:06:22.040Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.23,14,reviewed,nn,nn
2020-08-23T18:49:37.682Z,38.1558,-117.944,10.2,2.6,ml,29,34.5,0.021,0.0924,nn,nn00769492,2020-10-31T19:06:21.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.34,14,reviewed,nn,nn
2020-08-23T11:01:10.710Z,38.1803,-117.8619,5.4,3.2,ml,29,31.75,0.02,0.1524,nn,nn00769427,2020-10-31T19:06:19.040Z,"31 km SE of Mina, Nevada",earthquake,,0.7,0.49,14,reviewed,nn,nn
2020-08-22T14:30:10.220Z,35.8716667,-117.7001667,9.09,2.83,ml,38,31,0.08204,0.14,ci,ci39355943,2020-10-31T19:06:17.040Z,"20km ESE of Little Lake, CA",earthquake,0.13,0.33,0.188,73,reviewed,ci,ci
2020-08-22T12:41:03.258Z,38.1656,-117.8366,9.9,2.5,ml,30,51.53,0.028,0.1425,nn,nn00769282,2020-10-31T19:06:17.040Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.19,15,reviewed,nn,nn
2020-08-22T06:19:15.260Z,33.7253333,-118.0303333,14.59,2.64,ml,89,44,0.02834,0.23,ci,ci39355647,2020-10-31T19:06:16.040Z,"4km SSW of Westminster, CA",earthquake,0.19,0.28,0.178,139,reviewed,ci,ci
2020-08-22T05:25:59.971Z,38.2735,-116.35,0.9,2.8,ml,19,83.22,0.714,0.1475,nn,nn00769218,2020-10-31T19:06:16.040Z,"80 km ENE of Tonopah, Nevada",earthquake,,2.9,0.45,11,reviewed,nn,nn
2020-08-21T08:20:08.360Z,35.6441667,-117.4598333,6.22,3.6,mw,47,66,0.05757,0.15,ci,ci39587168,2020-10-31T19:06:14.040Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.42,,6,reviewed,ci,ci
2020-08-21T06:35:11.590Z,38.6291667,-123.7471667,9.23,3.05,ml,113,200,0.2646,0.21,nc,nc73447706,2020-10-31T19:06:14.040Z,"27km WSW of Sea Ranch, CA",earthquake,0.29,0.42,0.282,42,reviewed,nc,nc
2020-08-21T06:05:19.890Z,38.6188333,-123.7348333,6.29,2.76,md,83,213,0.2667,0.16,nc,nc73447691,2020-10-31T19:06:13.040Z,"27km WSW of Sea Ranch, CA",earthquake,0.33,0.6,0.249,83,reviewed,nc,nc
2020-08-21T04:33:05.570Z,36.168,-120.7375,8.51,3.12,ml,80,131,0.05973,0.1,nc,nc73447646,2020-10-31T19:06:13.040Z,"22km NE of San Ardo, CA",earthquake,0.22,0.29,0.125,41,reviewed,nc,nc
2020-08-21T01:29:31.926Z,38.172,-117.8362,7.5,3,ml,30,49.29,0.03,0.1576,nn,nn00768972,2020-10-31T19:06:13.040Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.25,15,reviewed,nn,nn
2020-08-20T22:56:36.110Z,34.441,-119.106,7.16,2.9,ml,77,44,0.02635,0.34,ci,ci39586640,2020-10-31T19:06:12.040Z,"11km NNW of Santa Paula, CA",earthquake,0.27,0.81,0.128,247,reviewed,ci,ci
2020-08-20T22:40:45.320Z,34.4516667,-119.114,3.35,2.57,ml,65,31,0.02436,0.34,ci,ci39586600,2020-10-31T19:06:12.040Z,"12km E of Ojai, CA",earthquake,0.28,0.69,0.127,184,reviewed,ci,ci
2020-08-20T11:25:49.060Z,36.4678333,-121.0568333,6.8,2.63,md,68,59,0.01256,0.15,nc,nc73447261,2020-10-31T19:06:11.040Z,"10km SE of Pinnacles, CA",earthquake,0.14,0.32,0.212,101,reviewed,nc,nc
2020-08-19T23:22:36.070Z,36.4701667,-117.5095,-1,2.92,ml,32,51,0.2092,0.19,ci,ci39585200,2020-10-31T19:06:09.040Z,"36km WSW of Stovepipe Wells, CA",earthquake,0.2,0.5,0.15,135,reviewed,ci,ci
2020-08-19T17:50:53.090Z,36.4725,-117.5146667,-0.41,2.82,ml,29,49,0.2101,0.16,ci,ci39584696,2020-10-31T19:06:08.040Z,"36km WSW of Stovepipe Wells, CA",earthquake,0.21,0.49,0.204,35,reviewed,ci,ci
2020-08-19T17:50:22.890Z,34.1116667,-117.4346667,14.18,2.98,ml,153,17,0.01254,0.18,ci,ci39584688,2020-10-31T19:06:08.040Z,"3km NE of Fontana, CA",earthquake,0.09,0.19,0.139,193,reviewed,ci,ci
2020-08-19T17:32:11.070Z,36.4786667,-117.5141667,-0.57,4.72,mw,53,48,0.2161,0.17,ci,ci39584648,2020-10-31T19:06:08.040Z,"36km WSW of Stovepipe Wells, CA",earthquake,0.15,0.45,,6,reviewed,ci,ci
2020-08-19T17:13:46.209Z,38.153,-117.9378,10.4,2.5,ml,27,48.88,0.022,0.1548,nn,nn00768686,2020-10-31T19:06:08.040Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,0.37,15,reviewed,nn,nn
2020-08-19T12:57:32.430Z,34.4395,-119.1043333,6.93,2.55,ml,93,44,0.02753,0.32,ci,ci39584256,2020-10-31T19:06:08.040Z,"10km NNW of Santa Paula, CA",earthquake,0.2,0.58,0.156,23,reviewed,ci,ci
2020-08-19T06:14:46.320Z,35.9641667,-120.5153333,10.56,2.77,md,59,62,0.01589,0.06,nc,nc73446641,2020-10-31T19:06:07.040Z,"10km NW of Parkfield, CA",earthquake,0.21,0.15,0.141,51,reviewed,nc,nc
2020-08-19T05:51:28.120Z,37.6305,-118.9136667,2.84,2.5,md,32,49,0.009631,0.05,nc,nc73446611,2020-10-31T19:06:07.040Z,"6km E of Mammoth Lakes, CA",earthquake,0.22,0.28,0.207,42,reviewed,nc,nc
2020-08-19T04:31:04.995Z,38.1758,-117.8112,8.8,3.8,ml,28,49.29,0.049,0.1452,nn,nn00768539,2020-10-31T19:06:07.040Z,"35 km SE of Mina, Nevada",earthquake,,0.6,0.32,15,reviewed,nn,nn
2020-08-19T02:55:05.970Z,39.3648333,-123.249,6.75,2.58,md,11,167,0.07207,0.04,nc,nc73446496,2020-08-26T22:16:54.542Z,"10km ESE of Willits, CA",earthquake,0.75,1.32,0.085,6,reviewed,nc,nc
2020-08-19T02:00:39.000Z,39.3646667,-123.251,7.4,2.93,md,34,78,0.07281,0.07,nc,nc73446401,2020-10-31T19:06:07.040Z,"10km ESE of Willits, CA",earthquake,0.19,0.41,0.188,21,reviewed,nc,nc
2020-08-19T01:59:33.370Z,39.3631667,-123.2478333,7.63,3.9,mw,58,43,0.07019,0.07,nc,nc73446411,2020-10-31T19:06:07.040Z,"11km ESE of Willits, CA",earthquake,0.13,0.26,,4,reviewed,nc,nc
2020-08-19T01:43:42.500Z,39.3573333,-123.2471667,8.43,3.25,ml,58,51,0.06512,0.08,nc,nc73446381,2020-10-31T19:06:07.040Z,"11km NNW of Redwood Valley, CA",earthquake,0.12,0.29,0.197,78,reviewed,nc,nc
2020-08-19T00:55:23.190Z,39.3605,-123.2458333,8.19,4.22,mw,65,33,0.06711,0.09,nc,nc73446356,2020-10-31T19:06:07.040Z,"11km ESE of Willits, CA",earthquake,0.13,0.33,,4,reviewed,nc,nc
2020-08-19T00:46:16.630Z,39.3626667,-123.2493333,7.17,2.9,md,51,33,0.07043,0.09,nc,nc73446341,2020-10-31T19:06:07.040Z,"10km ESE of Willits, CA",earthquake,0.14,0.41,0.242,53,reviewed,nc,nc
2020-08-18T18:20:45.720Z,38.1399,-118.0827,4.9,2.5,ml,27,59.1,0.031,0.1557,nn,nn00768443,2020-10-24T20:09:04.040Z,"27 km S of Mina, Nevada",earthquake,,1.2,0.36,13,reviewed,nn,nn
2020-08-18T06:56:22.599Z,38.1945,-117.7319,9.5,2.5,ml,31,72.66,0.035,0.1372,nn,nn00768351,2020-10-24T20:09:01.040Z,"39 km ESE of Mina, Nevada",earthquake,,0.7,0.31,17,reviewed,nn,nn
2020-08-17T20:43:36.830Z,37.2308333,-122.1065,13.83,2.64,md,88,61,0.09519,0.13,nc,nc73447165,2020-10-24T20:09:00.040Z,"8km WSW of Saratoga, CA",earthquake,0.14,0.27,0.225,82,reviewed,nc,nc
2020-08-17T20:29:06.440Z,37.4925,-121.8293333,4.56,2.88,md,106,28,0.04353,0.1,nc,nc73447135,2020-10-24T20:09:01.040Z,"10km NE of Milpitas, CA",earthquake,0.11,0.28,0.185,99,reviewed,nc,nc
2020-08-17T20:27:49.560Z,37.491,-121.829,4.88,3.45,mw,117,27,0.04207,0.12,nc,nc73447140,2020-10-24T20:09:00.040Z,"10km NE of Milpitas, CA",earthquake,0.12,0.32,,3,reviewed,nc,nc
2020-08-17T13:23:42.360Z,38.8165,-122.8116667,2.94,2.91,ml,79,27,0.006996,0.07,nc,nc73446570,2020-10-24T20:08:58.040Z,"6km NW of The Geysers, CA",earthquake,0.13,0.17,0.193,47,reviewed,nc,nc
2020-08-17T04:59:51.070Z,37.8968333,-121.9808333,14.65,2.61,md,100,31,0.03906,0.13,nc,nc73446405,2020-10-24T20:08:58.040Z,"6km SW of Clayton, CA",earthquake,0.16,0.25,0.159,87,reviewed,nc,nc
2020-08-16T17:00:53.240Z,35.9575,-117.0245,2.32,2.6,ml,43,40,0.1263,0.14,ci,ci39346799,2020-10-24T20:08:57.040Z,"38km NE of Trona, CA",earthquake,0.15,0.4,0.159,20,reviewed,ci,ci
2020-08-16T15:13:28.100Z,36.2185,-117.875,3.43,2.86,ml,41,55,0.102,0.19,ci,ci39346743,2020-10-24T20:08:56.040Z,"14km ESE of Olancha, CA",earthquake,0.19,0.7,0.209,193,reviewed,ci,ci
2020-08-16T12:08:31.080Z,35.9585,-117.025,2.14,3.13,ml,37,64,0.1266,0.15,ci,ci39346591,2020-10-24T20:08:56.040Z,"39km NE of Trona, CA",earthquake,0.18,0.45,0.153,103,reviewed,ci,ci
2020-08-16T11:52:22.278Z,37.2,-117.2736,8.3,2.5,ml,34,76.84,0.101,0.1938,nn,nn00768043,2020-10-24T20:08:56.040Z,"56 km NW of Beatty, Nevada",earthquake,,1,0.43,18,reviewed,nn,nn
2020-08-16T08:39:17.681Z,38.1414,-117.8898,9.6,2.7,ml,31,44.36,0.021,0.1375,nn,nn00768006,2020-10-24T20:08:55.040Z,"33 km SE of Mina, Nevada",earthquake,,0.5,0.41,8,reviewed,nn,nn
2020-08-16T08:33:54.950Z,35.6246667,-117.4218333,8.76,2.86,ml,46,49,0.05032,0.14,ci,ci39346495,2020-10-24T20:08:55.040Z,"16km S of Searles Valley, CA",earthquake,0.13,0.38,0.122,224,reviewed,ci,ci
2020-08-16T08:30:17.790Z,34.677,-118.4543333,10.43,2.73,ml,132,19,0.03514,0.22,ci,ci39346487,2020-10-24T20:08:55.040Z,"1km W of Lake Hughes, CA",earthquake,0.11,0.24,0.163,32,reviewed,ci,ci
2020-08-15T08:10:37.500Z,38.8263333,-122.8135,2.17,2.75,md,82,23,0.003971,0.06,nc,nc73444820,2020-10-24T20:08:53.040Z,"7km NW of The Geysers, CA",earthquake,0.11,0.15,0.147,51,reviewed,nc,nc
2020-08-15T01:38:17.805Z,38.1595,-117.9473,10.1,3.7,ml,31,27.51,0.023,0.148,nn,nn00767765,2020-10-24T20:08:52.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.32,16,reviewed,nn,nn
2020-08-14T10:32:36.709Z,38.1548,-117.9464,10.3,3.5,ml,31,27.12,0.019,0.104,nn,nn00767645,2020-10-24T20:08:51.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.7,0.35,16,reviewed,nn,nn
2020-08-14T09:05:09.510Z,33.2693333,-115.9936667,6.97,3.2,ml,118,23,0.01258,0.2,ci,ci39344127,2020-10-24T20:08:50.040Z,"5km SW of Salton City, CA",earthquake,0.11,0.34,0.13,144,reviewed,ci,ci
